,freight_value,price,payment_value,payment_installments,payment_sequential
9914,9.2,38.0,94.4,1,1
33562,18.72,69.0,87.72,5,1
6755,21.24,83.41,104.65,1,1
78048,12.69,35.9,4.58,1,2
96824,15.1,28.9,44.0,2,1
31918,15.1,49.9,65.0,6,1
49035,7.39,29.99,485.94,1,1
20670,21.15,21.9,43.05,1,1
76900,54.16,254.0,308.16,2,1
26138,16.33,92.9,109.23,8,1
15985,21.15,24.99,46.14,1,1
45194,13.83,35.0,48.83,2,1
77987,16.79,35.9,52.69,1,1
64477,18.94,119.9,138.84,1,1
66756,16.18,79.0,380.72,8,1
92092,15.1,19.9,35.0,1,1
44478,7.71,15.0,136.26,1,1
59942,16.77,238.99,255.76,10,1
87574,19.56,84.9,12.45,1,1
71483,0.0,116.9,89.89,1,2
57448,124.07,129.0,253.07,3,1
65239,144.29,399.0,543.29,1,1
28043,15.24,67.9,83.14,1,1
59621,25.94,193.99,219.93,4,1
30812,23.57,99.9,123.47,4,1
42067,13.44,59.9,220.02,1,1
109093,18.41,43.8,62.21,3,1
884,12.76,179.9,192.66,5,1
52806,16.71,119.99,221.64,3,1
34466,44.68,529.0,573.68,5,1
111449,22.28,49.99,72.27,1,1
41092,18.15,129.0,147.15,5,1
45450,15.56,36.5,69.43,2,1
55756,13.65,89.9,103.55,1,1
102520,16.6,39.9,42.09,1,1
12899,7.6,49.0,51.7,4,1
108643,20.72,449.9,470.62,5,1
24492,10.05,44.9,237.68,1,1
29233,15.45,49.9,326.75,5,1
89392,18.3,27.99,46.29,3,1
82144,14.16,229.99,35.74,3,1
90104,14.83,154.0,190.81,10,1
4451,18.54,179.9,198.44,2,1
94053,17.23,139.99,157.22,10,1
65624,8.27,18.0,52.54,1,1
60470,7.71,29.9,37.61,3,1
21193,23.21,12.99,0.28,1,21
4058,34.46,99.9,134.36,6,1
12883,18.02,126.99,145.01,2,1
8936,11.11,415.99,427.1,10,1
39525,27.04,105.0,132.04,1,1
97644,19.38,66.99,86.37,4,1
77451,11.15,54.9,66.05,1,1
74569,17.26,144.99,162.25,1,1
60150,19.13,178.99,198.12,2,1
16757,18.31,59.9,78.21,1,1
81230,7.78,21.99,29.77,2,1
71645,14.93,88.9,103.83,5,1
1549,19.66,67.0,173.32,3,1
41651,15.1,46.8,123.8,1,1
2891,19.69,64.9,84.59,3,1
79403,41.33,49.9,91.23,1,1
65650,8.73,75.9,84.63,1,1
16083,102.47,119.0,221.47,2,1
64682,18.07,69.9,87.97,8,1
40165,12.32,129.0,141.32,1,1
54963,9.56,180.0,189.56,1,1
17541,21.25,108.64,129.89,1,1
36627,15.98,175.5,765.92,10,1
43291,19.14,180.0,199.14,1,1
105155,17.68,279.9,297.58,10,1
64597,18.04,189.42,207.46,3,1
34997,11.15,60.0,142.3,1,1
82947,31.09,239.99,271.08,2,1
29586,18.38,500.0,518.38,10,1
83887,14.63,127.9,142.53,1,1
35508,8.34,154.91,163.25,4,1
37818,18.23,49.9,68.13,3,1
48199,15.51,59.0,74.51,5,1
85247,18.37,37.99,56.36,1,1
69436,14.1,31.9,46.0,1,1
80120,34.35,78.0,112.35,3,1
40740,18.46,119.9,138.36,1,1
66825,18.19,89.0,214.38,1,1
84504,12.75,59.0,215.25,4,1
36099,12.18,69.9,164.61,10,1
12723,17.78,29.9,47.68,2,1
74706,7.92,94.9,102.82,10,1
64393,7.4,19.99,12.63,1,2
2201,12.79,19.9,32.69,3,1
81654,4.01,47.75,135.74,1,1
20395,26.85,223.87,501.44,2,1
7578,16.85,164.0,180.85,1,1
48439,25.63,49.9,75.53,2,1
13282,16.81,79.9,96.71,1,1
9467,10.28,219.0,229.28,5,1
22793,8.27,34.0,42.27,2,1
39707,16.11,50.0,66.11,2,1
96965,16.18,59.9,152.16,5,1
51636,15.23,68.0,83.23,1,1
91048,23.57,109.99,400.68,1,1
83672,17.6,35.12,52.72,1,1
96659,14.1,19.9,8.66,1,2
18478,9.3,219.0,228.3,5,1
29911,17.17,489.0,506.17,10,1
71709,7.78,56.0,63.78,1,1
49147,11.26,349.0,360.26,3,1
102530,23.19,55.0,234.57,1,1
89781,19.21,139.0,316.42,5,1
32181,56.37,139.99,589.08,1,1
1764,13.44,59.9,73.34,4,1
25388,14.1,20.0,34.1,1,1
65761,34.15,15.9,50.05,3,1
44108,17.63,49.9,67.53,6,1
37913,69.71,1099.0,1168.71,8,1
61499,17.7,65.0,42.7,1,1
41685,7.78,56.0,63.78,3,1
66215,11.83,89.9,101.73,10,1
100097,13.93,49.9,63.83,1,1
109878,12.69,23.9,219.54,4,1
69025,20.89,328.0,348.89,7,1
65753,18.45,49.9,23.1,1,2
68010,14.52,25.0,39.52,1,1
21047,19.25,139.0,283.92,10,1
41884,33.79,199.9,233.69,10,1
51427,45.66,139.9,185.56,10,1
61460,8.88,32.0,40.88,1,1
22270,19.3,55.0,74.3,3,1
45787,19.58,56.0,75.58,2,1
15702,18.24,19.9,76.28,1,1
79399,8.72,19.9,28.62,2,1
38164,16.18,59.9,76.08,7,1
49499,39.26,138.0,354.52,1,1
94908,4.66,170.0,1047.99,6,1
86949,7.78,59.9,67.68,2,1
4547,18.23,27.9,46.13,2,1
3522,32.87,497.0,991.74,8,1
31353,19.46,69.9,89.36,1,1
9641,23.1,73.9,194.0,8,1
18887,15.73,139.9,155.63,4,1
70029,16.67,59.99,153.32,2,1
19633,10.49,239.99,250.48,1,1
457,29.98,119.97,149.95,1,1
15104,16.79,48.9,262.76,1,1
48369,12.24,76.11,176.7,10,1
65515,22.51,99.0,121.51,1,1
56075,12.86,69.9,82.76,4,1
75741,15.86,107.99,371.55,1,1
87930,21.73,550.0,571.73,5,1
17799,18.04,113.57,131.61,8,1
55825,17.93,22.9,81.66,1,1
83117,15.1,49.95,65.05,6,1
67196,16.15,199.9,216.05,21,1
69883,19.21,189.9,418.22,10,1
11206,25.25,58.55,83.8,4,1
89098,8.11,29.9,38.01,1,1
78628,43.11,99.99,143.1,2,1
43100,24.2,199.9,224.1,10,1
1507,15.23,37.5,52.73,3,1
77777,22.13,59.9,82.03,1,1
48240,15.23,15.9,31.13,1,1
94004,54.72,139.0,193.72,2,1
13995,23.76,169.0,192.76,2,1
73451,18.11,75.0,0.22,1,4
98003,36.0,78.0,114.0,3,1
93873,27.24,398.0,425.24,1,1
67993,13.57,59.9,73.47,1,1
19712,14.13,54.9,69.03,2,1
47183,13.43,109.9,123.33,2,1
7890,16.16,57.49,73.65,1,1
50944,9.51,99.0,108.51,4,1
84323,0.03,35.0,369.65,4,2
18853,9.15,122.3,131.45,2,1
60053,18.31,29.99,48.3,1,1
42504,15.36,87.0,102.36,1,1
51713,9.94,41.49,51.43,1,1
47992,21.15,49.9,71.05,5,1
60915,36.55,40.0,76.55,1,1
112424,15.57,66.99,82.56,1,1
81025,13.91,189.9,103.81,3,1
76079,54.82,899.0,953.82,10,1
52431,18.3,149.9,168.2,3,1
70807,15.26,73.5,88.76,1,1
27098,15.1,24.9,160.0,1,1
103185,35.84,149.0,299.68,8,1
90049,15.23,4.9,244.02,3,1
31447,15.79,14.89,61.36,1,1
73482,17.84,199.99,217.83,8,1
35665,29.11,429.98,918.18,8,1
87882,18.54,94.99,113.53,4,1
77955,9.34,29.9,39.24,1,1
41008,15.5,249.99,265.49,1,1
51590,9.41,94.5,103.91,1,1
66002,10.96,42.0,105.92,1,1
29177,8.64,49.99,58.63,1,1
46752,27.51,64.99,92.5,1,1
7752,24.09,339.9,363.99,10,1
142,17.61,168.0,185.61,3,1
87143,17.44,143.0,160.44,10,1
106820,25.11,79.9,105.01,10,1
44620,19.99,116.6,136.59,1,1
46621,8.73,82.0,90.73,1,1
46450,12.22,144.99,157.21,2,1
4608,11.73,32.0,43.73,1,1
6266,16.21,65.0,162.42,15,1
98704,15.1,31.9,47.0,1,1
17983,14.4,177.99,192.39,5,1
74542,11.85,28.9,122.25,1,1
21761,19.32,42.99,62.31,1,1
59306,19.66,159.9,179.56,3,1
112187,24.84,48.0,145.68,8,1
74846,16.71,279.9,296.61,10,1
80054,14.1,19.99,34.09,3,1
76858,8.72,35.99,44.71,4,1
8777,19.26,195.99,215.25,4,1
95481,17.49,138.0,155.49,1,1
112254,16.69,28.5,70.6,7,1
87760,8.4,45.9,54.3,1,1
92635,18.32,31.9,100.44,1,1
110838,12.88,199.0,211.88,15,1
3660,17.26,144.99,162.25,8,1
100741,16.41,137.94,154.35,1,1
43344,22.24,75.0,97.24,3,1
4738,14.09,179.99,194.08,10,1
42567,7.93,27.49,35.42,1,1
102156,14.1,31.9,46.0,4,1
36290,21.57,104.5,100.0,1,2
1199,7.79,39.99,75.56,1,1
44822,19.41,32.0,51.41,1,1
67671,8.72,34.9,43.62,1,1
14543,24.67,66.99,91.66,9,1
57792,11.47,85.9,201.65,2,1
36310,14.66,69.99,34.65,2,1
25867,15.23,15.0,30.23,1,1
107600,15.23,39.9,55.13,1,1
111376,16.93,105.0,243.86,1,1
73650,25.63,28.9,54.53,1,1
37003,14.56,219.9,234.46,1,1
79572,13.57,79.0,92.57,1,1
13401,34.94,219.9,764.52,1,1
95348,14.1,13.65,27.75,1,1
67893,16.05,19.97,36.02,1,1
106889,12.04,119.99,132.03,2,1
107291,15.32,82.0,194.64,2,1
1684,25.81,75.6,101.41,10,1
8950,18.3,27.9,46.2,1,1
28808,9.01,37.5,46.51,1,1
61206,12.48,53.9,66.38,3,1
97566,17.95,99.99,117.94,1,1
41905,17.6,32.64,50.24,2,1
11471,15.38,39.99,55.37,1,1
80427,16.64,63.99,80.63,1,1
28828,18.08,118.8,136.88,4,1
63233,15.42,45.0,60.42,3,1
16522,23.56,119.9,143.46,4,1
14338,17.63,15.0,20.0,1,1
24149,41.64,329.9,371.54,10,1
56894,8.29,17.0,25.29,1,1
82954,26.85,699.99,726.84,8,1
40127,19.71,494.99,514.7,8,1
107572,13.37,40.55,53.92,5,1
84086,0.0,69.9,69.9,1,1
55408,11.12,329.99,341.11,10,1
27144,25.51,109.9,135.41,1,1
50909,9.27,74.9,84.17,4,1
25145,11.53,130.0,141.53,8,1
102931,17.6,32.9,50.5,2,1
74271,18.3,27.9,46.2,1,1
2394,43.86,199.96,487.64,1,1
59311,17.71,139.94,157.65,1,1
92550,63.42,229.0,292.42,1,1
56607,23.56,108.99,132.55,2,1
49095,11.08,66.9,77.98,2,1
35296,22.12,149.0,157.99,1,2
23156,42.7,119.9,162.6,4,1
96935,8.34,25.0,33.34,1,1
50869,16.6,119.9,136.5,1,1
38586,9.44,67.0,152.88,2,1
110631,13.43,124.44,137.87,5,1
31982,15.31,29.99,45.3,1,1
77934,18.23,39.5,57.73,1,1
112352,18.2,135.0,153.2,1,1
20178,40.37,149.0,189.37,2,1
40287,20.95,142.5,163.45,6,1
3842,12.83,55.99,137.64,1,1
37556,18.28,219.9,238.18,4,1
70884,13.6,42.89,56.49,5,1
110835,17.07,79.9,96.97,1,1
821,7.78,35.9,43.68,1,1
84548,14.8,147.7,162.5,2,1
52038,18.43,78.8,97.23,1,1
53390,12.9,33.9,280.8,10,1
62659,83.61,249.9,333.51,6,1
74245,19.02,134.9,153.92,1,1
92618,10.72,17.9,139.43,1,1
61051,15.98,69.9,176.88,8,1
79490,15.23,38.9,54.13,1,1
104895,25.49,184.9,20.45,1,2
8641,15.56,23.9,39.46,1,1
57718,23.5,169.0,192.5,10,1
2579,18.26,499.99,518.25,10,1
57416,8.88,24.9,33.78,1,1
103744,16.35,84.9,56.94,1,1
84490,16.75,72.0,266.25,2,1
72820,13.01,49.89,62.9,2,1
102646,15.14,55.0,70.14,7,1
124,12.28,239.0,251.28,8,1
29273,18.23,13.6,31.83,1,1
57839,38.11,79.9,118.01,1,1
29981,11.03,59.9,70.93,1,1
109332,22.3,84.0,106.3,1,1
35555,20.01,320.45,340.46,1,1
107755,14.7,55.0,69.7,3,1
65238,16.79,24.9,41.69,1,1
58079,15.1,29.9,270.0,1,1
26894,150.05,1689.0,1839.05,1,1
47288,16.18,69.9,86.08,1,1
25856,51.41,129.99,181.4,7,1
30959,23.28,25.0,48.28,1,1
86425,13.37,49.0,124.74,10,1
63343,27.13,118.99,146.12,2,1
23948,21.15,99.9,242.1,4,1
3807,17.51,109.9,127.41,2,1
50796,58.84,149.9,208.74,1,1
55796,37.97,59.9,97.87,9,1
103964,1.93,89.9,230.52,8,1
37378,17.6,39.9,57.5,1,1
2212,73.08,99.9,260.64,1,1
38904,17.14,29.9,47.04,3,1
91869,30.46,515.0,545.46,8,1
12547,13.04,85.9,98.94,1,1
71358,16.8,51.8,68.6,1,1
38323,23.76,809.0,789.89,1,2
75917,16.25,69.49,85.74,4,1
41780,15.56,115.0,391.68,10,1
75433,34.31,109.9,144.21,4,1
42703,38.68,220.0,258.68,2,1
98933,13.5,26.69,40.19,1,1
25074,45.56,234.0,279.56,8,1
71772,16.05,49.0,65.05,1,1
38340,18.3,27.9,46.2,1,1
38112,34.38,1299.65,1334.03,10,1
95596,12.41,255.0,267.41,1,1
26332,15.31,79.99,95.3,1,1
85810,19.91,259.0,278.91,4,1
16440,12.86,104.9,117.76,1,1
1045,17.6,44.99,62.59,1,1
3434,23.28,49.9,73.18,1,1
14664,15.1,34.0,49.1,3,1
110819,27.37,119.0,146.37,1,1
70,16.61,129.6,146.21,1,1
13433,13.92,69.0,82.92,4,1
93278,18.99,36.75,174.21,10,1
102517,19.95,25.9,45.85,1,1
37887,7.48,30.99,38.47,3,1
100090,43.41,299.99,343.4,1,1
24763,15.5,89.0,104.5,1,1
57339,27.52,49.9,435.96,12,1
69255,12.8,65.9,78.7,4,1
61992,13.25,115.0,128.25,10,1
71589,8.72,44.98,53.7,1,1
49844,13.63,185.0,397.26,8,1
37798,14.27,129.9,144.17,2,1
67295,23.19,127.99,151.18,8,1
88800,11.45,119.9,131.35,1,1
96198,14.91,269.99,284.9,1,1
104079,7.78,53.99,61.77,1,1
76390,18.04,109.0,127.04,3,1
98484,18.41,43.89,62.3,1,1
91492,23.14,79.9,103.04,2,1
25752,7.78,38.4,138.54,1,1
41673,83.27,49.91,133.18,1,1
33970,13.71,149.9,163.61,3,1
32990,0.76,19.9,172.59,1,1
74404,19.93,89.99,659.52,10,1
56749,8.05,100.8,108.85,1,1
9320,38.31,107.9,584.84,1,1
53437,22.67,27.99,101.32,6,1
44214,22.69,229.99,252.68,5,1
19161,17.81,80.0,97.81,1,1
51816,62.87,119.99,182.86,5,1
66797,38.28,103.99,50.0,1,3
17749,13.47,43.99,57.46,1,1
33723,15.38,89.99,105.37,1,1
48317,12.69,39.0,51.69,2,1
11587,20.52,317.0,250.0,1,2
4193,18.32,152.9,171.22,2,1
99892,18.65,110.0,128.65,2,1
57051,75.06,189.98,265.04,3,1
46189,8.59,62.0,70.59,1,1
41630,42.01,112.0,154.01,1,1
20824,7.39,14.9,22.29,2,1
61591,18.27,23.9,84.34,1,1
61454,12.69,39.9,105.18,3,1
39155,8.29,23.9,32.19,1,1
48964,12.67,59.99,72.66,1,1
49820,23.19,149.9,173.09,3,1
40114,17.92,40.9,58.82,1,1
44034,13.0,94.9,107.9,5,1
24103,18.47,169.0,187.47,3,1
26106,7.44,26.0,167.2,1,1
5644,26.54,292.9,319.44,6,1
89797,31.27,249.0,280.27,1,1
19696,8.72,23.9,65.24,6,1
60841,9.27,31.49,40.76,1,1
76750,14.16,148.0,162.16,2,1
35698,11.85,16.99,28.84,1,1
61270,18.58,99.8,118.38,1,1
53209,14.32,84.9,99.22,4,1
42834,25.63,28.9,54.53,1,1
68756,15.23,18.89,34.12,1,1
31134,19.73,264.0,283.73,6,1
19864,15.1,39.5,54.6,1,1
112018,19.59,29.9,49.49,1,1
32358,38.66,55.0,93.66,1,1
108382,7.71,35.0,35.08,1,2
1647,22.43,160.75,183.18,1,1
91754,26.25,89.99,8.32,1,5
100690,15.1,28.99,44.09,1,1
27801,28.17,255.0,283.17,10,1
2797,0.14,36.9,37.4,1,1
93044,9.34,5.9,91.44,9,1
27183,17.67,59.9,77.57,4,1
99196,23.57,179.99,610.68,10,1
99198,19.67,99.99,119.66,1,1
92551,7.73,22.0,89.19,1,1
9170,16.45,98.0,114.45,1,1
41118,14.39,195.9,210.29,1,1
7168,11.85,37.9,298.5,2,1
94675,8.37,29.99,38.36,1,1
18512,40.61,527.9,568.51,8,1
42382,50.5,89.99,280.98,10,1
4162,16.79,45.95,62.74,1,1
76265,21.26,109.9,131.16,1,1
812,17.87,88.0,105.87,10,1
49619,27.75,207.0,0.87,1,1
20305,7.78,68.99,76.77,2,1
16210,19.89,143.8,163.69,3,1
949,15.35,69.9,9.92,1,2
27847,12.94,27.9,40.84,1,1
57336,19.89,99.9,49.33,1,1
100259,7.88,89.0,96.88,1,1
62593,12.61,44.9,57.51,1,1
87944,15.1,29.9,45.0,1,1
83544,10.56,250.0,260.56,1,1
17774,9.02,39.0,48.02,4,1
67622,18.23,7.9,2.9,1,2
26774,18.23,37.99,56.22,3,1
12106,12.87,195.9,417.54,1,1
112546,12.48,19.9,1.78,1,3
43735,17.84,85.0,102.84,1,1
108560,15.23,46.0,61.23,3,1
12071,17.67,59.9,77.57,4,1
17169,32.51,70.0,102.51,5,1
14124,8.72,19.9,28.62,1,1
109958,11.85,15.9,27.75,1,1
49628,18.25,96.0,114.25,1,1
6760,44.24,759.0,803.24,1,1
25767,11.4,53.99,65.39,1,1
107666,8.72,34.99,43.71,1,1
97797,13.23,42.9,56.13,3,1
653,15.9,99.0,114.9,10,1
69056,15.11,28.99,132.3,2,1
10240,23.21,89.9,339.33,8,1
3517,11.85,35.0,46.85,4,1
52217,15.79,29.9,45.69,1,1
102204,20.33,119.9,140.23,2,1
93411,9.0,176.6,185.6,1,1
68252,33.83,1340.0,1373.83,10,1
3010,13.68,79.9,93.58,3,1
27652,22.13,28.99,51.12,1,1
54485,13.22,79.99,93.21,6,1
26688,21.66,130.0,296.1,3,1
85437,28.34,139.99,168.33,3,1
54657,9.27,30.9,27.19,1,1
19315,7.39,29.0,36.39,1,1
88936,9.09,59.9,206.97,1,1
83052,27.23,129.9,157.13,1,1
86898,14.86,97.9,112.76,4,1
86382,16.99,138.0,336.98,1,1
45103,13.61,39.0,52.61,1,1
43797,15.1,19.9,35.0,3,1
72044,20.38,139.9,160.28,1,1
67274,7.93,83.49,91.42,1,1
23467,8.46,172.0,180.46,1,1
28872,14.8,89.9,104.7,9,1
62604,72.93,79.99,611.68,1,1
78985,17.06,12.9,89.88,1,1
35647,19.06,169.0,188.06,6,1
64020,7.43,24.9,32.33,1,1
73364,12.9,80.0,92.9,1,1
43067,7.92,81.99,89.91,1,1
61188,16.11,43.0,59.11,1,1
102284,14.15,56.99,65.77,1,2
4801,21.52,159.9,181.42,3,1
25220,19.21,138.55,157.76,1,1
37779,41.47,69.9,111.37,1,1
99021,21.08,85.0,212.16,5,1
105631,8.72,46.49,55.21,1,1
96910,16.11,47.9,64.01,1,1
111621,25.93,1149.65,1175.58,8,1
11402,17.65,129.99,147.64,1,1
97181,18.23,19.9,305.04,1,1
84705,15.1,10.9,52.0,5,1
82808,7.39,14.8,66.57,1,1
77983,11.75,77.7,178.9,10,1
6213,8.4,47.0,55.4,1,1
69637,15.1,10.99,26.09,1,1
64257,17.42,139.9,157.32,3,1
63587,11.48,124.99,136.47,1,1
49654,16.28,64.9,15.16,1,1
101092,18.02,109.9,127.92,4,1
17359,17.25,106.99,248.48,10,1
5216,22.13,189.89,212.02,3,1
67069,11.74,39.99,103.46,2,1
47797,11.85,29.99,41.84,4,1
12579,24.97,299.99,324.96,1,1
79259,15.52,108.0,1482.24,1,1
108550,19.29,163.0,182.29,1,1
45789,27.23,129.9,157.13,2,1
53531,13.71,30.0,43.71,2,1
73267,14.17,59.9,74.07,5,1
106843,15.1,45.9,122.0,1,1
72548,19.74,119.0,138.74,2,1
108566,7.94,27.9,35.84,1,1
49350,7.46,27.99,70.9,1,1
42488,7.78,33.9,41.68,1,1
41161,16.11,33.99,50.1,1,1
84704,23.15,50.0,73.15,1,1
92125,46.19,190.0,236.19,4,1
26635,13.37,49.9,63.27,1,1
92914,21.89,199.9,221.79,1,1
55851,13.87,41.0,54.87,3,1
111525,18.23,35.9,108.26,4,1
92452,24.53,259.0,283.53,1,1
81062,20.91,239.0,259.91,5,1
111337,7.71,29.9,37.61,1,1
58640,12.79,49.0,61.79,2,1
68909,27.68,130.0,788.4,1,1
9274,17.74,69.9,15.04,1,5
11792,44.1,42.2,82.46,1,2
5908,13.72,166.6,180.32,10,1
84479,12.77,61.9,74.67,1,1
111741,16.28,92.9,109.18,2,1
52544,15.79,29.9,8.39,1,1
54572,14.52,49.9,64.42,1,1
43405,20.57,189.9,210.47,7,1
93597,16.92,67.9,84.82,1,1
30559,13.64,89.0,102.64,2,1
29609,18.65,79.0,97.65,5,1
62411,15.1,16.17,31.27,2,1
89894,16.39,89.99,106.38,1,1
28144,7.76,128.2,135.96,6,1
46769,19.65,58.9,78.55,2,1
68992,7.44,24.99,32.43,1,1
103007,16.6,43.9,121.0,1,1
78882,8.75,79.9,88.65,3,1
2447,15.79,35.9,51.69,1,1
53128,25.51,69.0,189.02,4,1
97018,20.06,69.9,179.92,3,1
54559,13.75,89.99,103.74,1,1
87573,16.39,89.9,106.29,2,1
44761,9.34,22.5,31.84,1,1
111060,15.79,40.0,55.79,4,1
41678,8.28,99.99,108.27,4,1
26780,18.65,109.9,128.55,1,1
82611,34.35,78.0,112.35,2,1
13279,12.43,35.0,47.43,1,1
24522,44.89,149.0,387.78,1,1
19815,16.11,27.8,43.91,2,1
101718,11.42,115.0,126.42,2,1
60944,29.87,209.9,239.77,4,1
18197,23.89,105.0,128.89,3,1
52988,16.11,39.9,56.01,1,1
108456,25.46,129.99,155.45,3,1
98242,15.54,63.3,78.84,1,1
28819,15.1,10.0,150.6,10,1
9602,15.1,19.9,15.0,1,1
16207,11.85,41.0,9.81,1,2
17342,15.23,31.99,26.16,1,1
38393,12.69,44.9,57.59,1,1
95541,15.11,34.99,50.1,2,1
27017,11.73,69.9,159.26,10,1
22034,18.38,39.9,58.28,1,1
49687,49.47,420.0,469.47,10,1
44521,30.44,170.0,1202.64,6,1
101012,16.6,39.99,56.59,5,1
92171,16.11,45.0,61.11,5,1
34147,53.48,159.9,213.38,1,1
61173,14.1,34.99,49.09,4,1
7646,8.29,17.89,26.18,1,1
79758,26.89,49.99,20.0,1,2
36825,14.98,96.8,111.78,3,1
93734,46.4,249.9,296.3,6,1
26717,19.12,119.9,139.02,1,1
70667,26.24,179.9,206.14,1,1
23882,20.36,90.0,110.36,1,1
48427,22.85,79.9,102.75,3,1
30939,15.3,28.99,44.29,1,1
31476,16.07,53.9,69.97,1,1
22950,16.96,189.99,206.95,5,1
76010,11.73,57.99,69.72,3,1
85500,16.46,100.0,116.46,1,1
16168,17.15,198.9,216.05,6,1
10299,33.5,126.69,160.19,3,1
14503,19.32,45.0,64.32,1,1
23211,18.27,55.0,73.27,1,1
14934,18.27,99.9,118.17,1,1
87771,15.1,45.9,61.0,2,1
89851,7.78,54.99,62.77,1,1
94640,11.85,37.9,49.75,4,1
33165,77.6,139.99,57.52,1,7
40418,21.89,199.9,221.79,5,1
25042,64.8,364.0,428.8,8,1
54299,15.1,14.78,5.46,1,1
11250,17.94,98.0,115.94,1,1
4293,13.45,279.0,292.45,7,1
67633,13.81,139.99,153.8,2,1
104543,11.76,79.9,183.32,1,1
93986,7.43,24.9,64.66,1,1
47483,22.64,156.9,350.18,4,1
31756,7.78,30.0,37.78,1,1
82118,17.21,110.0,254.42,3,1
39981,10.13,53.9,64.03,1,1
66272,15.1,25.0,40.1,1,1
17535,23.85,149.99,173.84,10,1
112005,14.43,35.95,50.38,1,1
84011,15.58,118.9,134.48,2,1
69589,16.93,89.0,211.85,3,1
21748,17.95,99.99,117.94,5,1
30829,7.78,44.9,52.68,2,1
103641,7.94,29.0,15.48,1,4
104846,32.06,187.57,219.63,4,1
11906,15.23,9.8,25.03,2,1
76365,7.39,19.99,27.38,1,1
91726,10.96,49.9,60.86,1,1
83888,8.27,34.0,42.27,1,1
50991,20.99,49.9,141.78,2,1
54662,19.43,34.9,54.33,1,1
59941,14.59,120.0,134.59,4,1
34240,12.59,198.0,421.18,10,1
32123,18.23,29.0,47.23,1,1
56335,11.85,4.5,65.4,6,1
51582,23.15,81.5,104.65,4,1
90797,17.67,55.0,72.67,1,1
93096,15.1,49.95,65.05,2,1
100986,34.5,40.0,44.5,1,1
33774,15.54,110.9,1.61,1,1
43165,41.87,159.0,200.87,1,1
44485,7.78,59.0,124.55,2,1
3011,49.72,169.79,219.51,10,1
112410,12.93,49.9,62.83,1,1
39444,15.17,59.9,75.07,1,1
53224,16.23,67.7,83.93,1,1
9023,14.1,27.9,42.0,1,1
28740,7.39,17.9,50.58,2,1
71999,12.66,75.9,177.12,2,1
32416,10.91,44.9,141.97,2,1
98305,50.94,31.0,162.87,5,1
65404,22.04,105.0,127.04,2,1
102869,23.25,95.9,27.39,1,3
96004,9.66,39.99,49.65,1,1
37640,16.79,26.9,43.69,1,1
60745,28.33,286.99,315.32,1,1
92673,16.11,45.9,62.01,6,1
12580,21.55,67.0,88.55,1,1
110247,15.1,29.0,94.2,1,1
74306,25.63,39.9,65.53,3,1
56517,16.53,109.95,126.48,10,1
93776,22.34,219.9,242.24,3,1
102220,7.39,14.99,22.38,1,1
149,25.89,149.99,175.88,1,1
44043,13.44,59.9,36.73,3,1
16249,18.29,149.0,167.29,3,1
55670,9.35,76.0,85.35,1,1
24066,16.11,35.99,104.2,1,1
7876,15.76,144.99,160.75,4,1
99366,18.08,39.9,289.9,5,1
96073,12.75,149.9,162.65,1,1
6872,8.3,148.9,157.2,1,1
100733,9.44,19.9,29.34,1,1
41714,16.79,5.2,21.99,1,1
4727,22.9,299.99,322.89,3,1
12853,11.85,45.0,56.85,1,1
63856,16.6,29.9,46.5,4,1
44979,14.09,72.9,86.99,4,1
102432,33.93,79.0,100.0,1,2
99617,13.49,149.9,163.39,10,1
111292,15.55,112.99,257.08,1,1
22889,16.61,59.9,153.02,3,1
20333,7.78,18.9,26.68,1,1
64742,9.73,130.9,562.52,6,1
61660,15.25,69.99,85.24,1,1
78562,23.7,117.99,141.69,5,1
66229,237.11,460.0,2091.33,10,1
52502,11.85,41.99,161.52,1,1
27724,19.75,79.9,99.65,4,1
12325,12.85,128.5,141.35,3,1
43896,15.23,45.0,60.23,1,1
52668,20.02,75.0,380.08,1,1
63239,26.54,180.0,206.54,2,1
78306,13.07,59.0,72.07,1,1
87984,15.27,73.9,89.17,3,1
5112,22.2,586.0,608.2,1,1
13108,16.5,75.0,183.0,1,1
111143,20.0,120.0,140.0,1,1
11847,13.65,89.9,207.1,1,1
93788,58.44,269.9,328.34,6,1
89266,15.13,53.99,69.12,1,1
1966,14.1,12.5,26.6,1,1
65260,17.67,59.9,465.42,4,1
68994,8.71,27.99,73.4,1,1
89069,18.2,349.0,367.2,8,1
67304,24.48,47.9,72.38,3,1
61238,27.5,739.99,1534.98,1,1
838,11.97,109.99,121.96,1,1
109236,23.68,156.99,180.67,5,1
34095,12.24,145.0,157.24,7,1
63718,16.56,258.9,275.46,10,1
9451,14.54,65.0,397.7,8,1
38876,17.92,32.99,152.73,10,1
81100,7.39,14.0,21.39,1,1
21194,23.21,12.99,2.61,1,2
53503,8.19,109.99,118.18,1,1
23628,11.85,27.99,39.84,3,1
21475,11.54,74.9,86.44,1,1
25297,15.91,79.9,383.24,3,1
56187,19.98,69.9,179.76,2,1
65339,17.63,54.99,72.62,3,1
56826,10.37,59.9,144.45,1,1
104913,44.31,559.99,604.3,10,1
83833,12.69,25.99,38.68,1,1
39359,23.37,149.9,173.27,1,1
109949,15.7,69.9,85.6,1,1
30630,22.58,299.0,221.58,10,1
